x_deb,y_deb,x_fin,y_fin,is_eating,type_of_pion,color
4,6,4,5,False
4,1,4,2,False
4,5,4,4,False
4,2,4,3,False
5,6,5,5,False
5,1,5,2,False
5,5,5,4,False
4,3,5,4,True,pions,1
6,6,6,5,False
5,4,6,5,True,pions,1
7,6,7,5,False
6,5,6,6,False
5,7,6,6,True,pions,2
5,2,5,3,False
4,4,5,3,True,pions,2
6,1,6,2,False
5,3,6,2,True,pions,2
7,1,7,2,False
7,5,7,4,False
3,1,3,2,False
6,6,3,3,False
2,1,2,2,False
3,3,6,0,True,cavalier,2
7,0,6,0,True,fou,1
6,2,6,1,False
6,0,6,1,True,pions,1
7,7,7,5,False
6,1,6,5,False
7,5,6,5,True,tour,2
5,0,4,1,False
7,4,7,3,False
4,1,7,4,False
6,5,7,5,False
7,4,4,7,True,roi,1
3,6,3,5,False
4,7,2,5,False
1,6,2,5,True,fou,2
3,2,3,3,False
2,5,2,4,False
3,3,2,4,True,pions,1
3,5,2,4,True,pions,2
2,2,2,3,False
2,6,2,5,False
1,1,1,2,False
